date,adm1_name,battle_count,riot_count,conflict_intensity,avg_latitude,avg_longitude
2010-05-15,Rivers,1,0,0,4.7774,7.0134
2010-06-15,Adamawa,0,0,0,9.2,12.4833
2010-06-15,Bayelsa,1,0,6,4.8966,6.0744
2010-06-15,Delta,1,0,4,5.427099999999999,5.66555
2010-06-15,Federal Capital Territory,0,1,0,9.0833,7.5333
2010-06-15,Lagos,0,2,6,6.4531,3.3958
2010-06-15,Nassarawa,0,0,4,8.5458,7.7119
2010-06-15,Niger,1,0,6,10.1844,6.2534
2010-06-15,Osun,1,0,0,7.9495,4.7908
2010-06-15,Oyo,0,0,0,7.3776,3.9059
2010-06-15,Plateau,3,1,21,9.6547,9.077399999999999
2010-06-15,Rivers,0,0,1,4.6057500000000005,7.0944
2010-07-15,Abia,0,0,0,5.1066,7.3667
2010-07-15,Bauchi,0,1,1,10.3134,9.8433
2010-07-15,Delta,3,0,0,5.5546,5.7862
2010-07-15,Edo,0,0,0,6.3351,5.6275
2010-07-15,Federal Capital Territory,0,1,0,9.0833,7.5333
2010-07-15,Kaduna,0,0,7,10.5222,7.4383
2010-07-15,Kogi,0,0,0,7.1065,6.7342
2010-07-15,Ogun,1,0,4,6.9362,3.922
2010-07-15,Plateau,0,0,9,9.780899999999999,8.8294
2010-07-15,Rivers,0,0,1,4.4341,7.1754
2010-07-15,Sokoto,1,0,0,13.048,5.2143
2010-07-15,Taraba,1,0,8,7.85,9.7833
2010-08-15,Bauchi,1,1,4,10.174624999999999,9.771775
2010-08-15,Borno,1,0,3,11.8312,13.1517
2010-08-15,Delta,0,0,2,5.5546,5.7862
2010-08-15,Edo,0,0,1,6.3351,5.6275
2010-08-15,Federal Capital Territory,1,0,0,9.0833,7.5333
2010-08-15,Kebbi,1,0,0,11.4241,5.2288
2010-08-15,Lagos,0,0,0,6.4531,3.3958
2010-08-15,Oyo,0,1,0,7.3776,3.9059
2010-08-15,Rivers,1,0,1,4.7774,7.0134
2010-08-15,Yobe,1,0,1,11.747,11.9608
2010-08-15,Zamfara,1,0,11,12.1628,6.6614
2010-09-15,Abia,0,0,0,5.5263,7.4896
2010-09-15,Bauchi,1,0,0,10.3134,9.8433
2010-09-15,Borno,1,0,3,11.728166666666667,13.329666666666668
2010-09-15,Cross River,0,0,0,4.9667,8.3333
2010-09-15,Edo,0,0,1,6.3351,5.6275
2010-09-15,Kaduna,0,0,1,10.5222,7.4383
2010-09-15,Kano,0,0,5,12.0,8.5167
2010-10-15,Bauchi,1,1,3,10.3134,9.8433
2010-10-15,Bayelsa,0,0,4,4.9247,6.2642
2010-10-15,Borno,1,0,5,11.8312,13.1517
2010-10-15,Cross River,2,0,30,6.2893,8.9104
2010-10-15,Plateau,0,0,6,9.9285,8.8921
2010-10-15,Yobe,1,0,1,10.9368,11.6848
2010-11-15,Akwa Ibom,1,0,0,4.878433333333333,7.943933333333334
2010-11-15,Bayelsa,0,0,0,5.0763,6.2641
2010-11-15,Borno,0,0,6,11.8312,13.1517
2010-11-15,Delta,1,0,10,5.3223,5.7416
2010-11-15,Enugu,0,0,0,6.9154,7.5194
2010-11-15,Rivers,0,0,0,4.7774,7.0134
2010-11-15,Yobe,1,0,0,12.8992,10.8078
2010-12-15,Abia,1,0,3,5.1066,7.366699999999999
2010-12-15,Borno,8,0,16,11.8312,13.1517
2010-12-15,Delta,3,0,114,5.3223,5.7416
2010-12-15,Nassarawa,0,1,0,8.4833,8.5167
2010-12-15,Oyo,0,0,3,7.3776,3.9059
2010-12-15,Plateau,1,2,8,9.9285,8.8921
2011-01-15,Adamawa,0,1,0,9.2833,12.4667
2011-01-15,Bauchi,1,0,4,9.7583,9.5572
2011-01-15,Bayelsa,0,0,2,5.0763,6.2641
2011-01-15,Benue,0,2,0,7.7411,8.5121
2011-01-15,Borno,6,0,19,11.709370000000002,13.05599
2011-01-15,Gombe,0,0,6,10.2897,11.1673
2011-01-15,Kaduna,0,1,0,10.5222,7.4383
2011-01-15,Nassarawa,0,1,0,8.5667,8.55
2011-01-15,Oyo,1,0,3,8.15,4.2833
2011-01-15,Plateau,3,7,75,9.78954761904762,8.896695238095239
2011-01-15,Rivers,0,0,0,4.6057500000000005,7.0944
2011-02-15,Bauchi,1,0,1,10.9938,10.4118
2011-02-15,Benue,2,1,49,7.486866666666667,8.744016666666667
2011-02-15,Borno,4,1,7,11.34388,12.76886
2011-02-15,Cross River,0,0,0,4.7898,8.5316
2011-02-15,Kano,0,1,3,12.433,8.5154
2011-02-15,Nassarawa,0,0,2,8.4833,8.5167
2011-02-15,Plateau,1,1,36,9.862633333333333,8.893416666666665
2011-02-15,Rivers,0,1,11,4.7774,7.0134
2011-03-15,Akwa Ibom,1,0,2,5.1819,7.7148
2011-03-15,Bauchi,0,0,6,9.7583,9.5572
2011-03-15,Benue,0,0,0,7.4413,8.33092
2011-03-15,Borno,0,0,10,11.8312,13.1517
2011-03-15,Plateau,0,0,10,9.7317,8.858466666666667
2011-03-15,Zamfara,0,0,5,11.2171,6.3838
2011-04-15,Adamawa,0,5,5,9.715399999999999,12.68474
2011-04-15,Bauchi,0,1,0,10.3134,9.8433
2011-04-15,Benue,1,0,3,7.54255,8.75595
2011-04-15,Borno,1,0,13,11.16048,12.92822
2011-04-15,Federal Capital Territory,0,3,0,9.036,7.386166666666667
2011-04-15,Gombe,0,2,17,10.2897,11.1673
2011-04-15,Kaduna,6,6,1294,10.071154838709678,7.920193548387097
2011-04-15,Kano,0,1,3,12.0,8.5167
2011-04-15,Katsina,0,1,8,12.9894,7.6006
2011-04-15,Nassarawa,0,0,0,8.4311,7.800549999999999
2011-04-15,Niger,0,1,0,9.4167,5.8667
2011-04-15,Osun,1,0,2,7.9167,4.2833
2011-04-15,Oyo,1,0,3,7.7638,4.0946
2011-04-15,Plateau,0,1,0,9.9285,8.8921
2011-04-15,Sokoto,0,2,0,13.048,5.2143
2011-04-15,Taraba,0,2,1,8.583300000000001,10.6167
2011-04-15,Yobe,0,1,0,11.7091,11.0694
2011-05-15,Adamawa,0,0,20,8.3,12.0333
2011-05-15,Bauchi,1,0,1,11.6507,10.5209
2011-05-15,Borno,5,0,8,11.8312,13.1517
2011-05-15,Delta,1,0,0,5.3223,5.7416
2011-05-15,Kebbi,0,0,0,12.4539,4.1975
2011-05-15,Lagos,1,0,4,6.4531,3.3958
2011-05-15,Nassarawa,0,0,1,8.2333,8.5667
2011-05-15,Niger,1,0,2,9.6139,6.5569
2011-05-15,Rivers,1,0,0,4.8294999999999995,6.93795
2011-06-15,Bauchi,0,0,1,10.3134,9.8433
2011-06-15,Borno,0,0,5,11.22205,12.67315
2011-06-15,Katsina,1,0,7,11.9302,7.4127
2011-07-15,Akwa Ibom,0,0,0,5.0333,7.9266
2011-07-15,Bauchi,0,0,0,10.3134,9.8433
2011-07-15,Borno,3,0,83,11.8312,13.1517
2011-07-15,Plateau,0,1,5,9.9285,8.8921
2011-08-15,Adamawa,1,0,21,10.1614,12.7399
2011-08-15,Borno,3,1,12,11.678912500000001,13.0320625
2011-08-15,Kaduna,0,0,1,10.5222,7.4383
2011-08-15,Plateau,0,0,24,9.7926,8.875316666666667
2011-08-15,Sokoto,1,0,6,12.4,4.6667
2011-09-15,Akwa Ibom,0,0,0,5.0333,7.9266
2011-09-15,Bauchi,1,0,5,11.3163,10.4703
2011-09-15,Borno,1,0,6,11.8312,13.1517
2011-09-15,Delta,0,0,3,5.7063,6.4374
2011-09-15,Kaduna,0,0,4,10.5081,6.1705
2011-09-15,Niger,0,0,8,10.4979,6.8674
2011-09-15,Plateau,1,0,57,9.86125,8.87805
2011-10-15,Akwa Ibom,0,0,0,5.0333,7.9266
2011-10-15,Bayelsa,0,0,0,4.8966,6.0744
2011-10-15,Benue,0,0,1,7.3179,8.9951
2011-10-15,Borno,6,0,9,11.844442857142857,13.215742857142857
2011-10-15,Federal Capital Territory,0,1,0,9.0833,7.5333
2011-10-15,Lagos,0,0,0,6.4531,3.3958
2011-10-15,Nassarawa,0,1,0,8.4833,8.5167
2011-10-15,Niger,1,0,2,9.1,6.75
2011-11-15,Bayelsa,0,0,0,4.8966,6.0744
2011-11-15,Borno,0,0,1,11.8312,13.1517
2011-11-15,Federal Capital Territory,0,1,0,9.0833,7.5333
2011-11-15,Kaduna,0,0,10,9.6833,8.29165
2011-11-15,Plateau,1,0,15,9.7309,8.896049999999999
2011-11-15,Rivers,1,0,1,4.9257,6.83345
2011-11-15,Yobe,0,0,31,11.747,11.9608
2011-12-15,Benue,1,0,5,7.7411,8.5121
2011-12-15,Borno,2,0,23,11.8312,13.1517
2011-12-15,Ebonyi,1,0,50,6.3163,8.1169
2011-12-15,Kaduna,0,0,5,9.6078,8.3904
2011-12-15,Kano,1,0,0,12.0,8.5167
2011-12-15,Nassarawa,1,0,1,8.4833,8.5167
2011-12-15,Yobe,1,0,50,11.747,11.9608
2012-01-15,Adamawa,0,0,27,9.487725,12.674425
2012-01-15,Bauchi,0,0,12,9.7583,9.5572
2012-01-15,Bayelsa,0,0,0,4.8966,6.0744
2012-01-15,Borno,6,0,27,11.481142857142856,12.865685714285714
2012-01-15,Ebonyi,1,0,52,6.3163,8.1169
2012-01-15,Edo,0,0,7,6.3351,5.6275
2012-01-15,Gombe,0,0,8,10.2897,11.1673
2012-01-15,Jigawa,1,0,1,12.7903,10.2348
2012-01-15,Kano,1,0,3,12.0,8.5167
2012-01-15,Lagos,0,1,2,6.4531,3.3958
2012-01-15,Niger,0,3,3,9.6139,6.5569
2012-01-15,Ogun,0,1,0,6.7424,3.4219
2012-01-15,Plateau,0,0,1,9.9285,8.8921
2012-01-15,Yobe,1,0,16,11.715416666666664,11.217966666666667
2012-01-15,Zamfara,0,1,0,12.1628,6.6614
2012-02-15,Anambra,0,1,0,6.1454,6.7885
2012-02-15,Bauchi,2,0,7,11.37135,9.74805
2012-02-15,Borno,5,0,65,11.712123076923076,13.1302
2012-02-15,Delta,0,1,0,6.2006,6.7339
2012-02-15,Gombe,1,0,12,10.2897,11.1673
2012-02-15,Kaduna,2,0,0,10.5407,7.4417
2012-02-15,Kano,2,0,11,12.0,8.5167
2012-02-15,Kogi,1,0,1,8.1,6.8
2012-02-15,Lagos,1,0,0,6.4531,3.3958
2012-02-15,Niger,3,0,6,9.467866666666666,6.764866666666666
2012-02-15,Plateau,0,1,4,9.9285,8.8921
2012-02-15,Rivers,0,0,0,4.7774,7.0134
2012-02-15,Sokoto,0,0,0,12.9387,4.7311
2012-02-15,Yobe,1,0,3,11.721733333333333,11.366533333333335
2012-03-15,Adamawa,1,0,0,9.2,12.4833
2012-03-15,Bayelsa,3,0,26,4.765275,6.21115
2012-03-15,Benue,2,0,30,7.7411,8.5121
2012-03-15,Borno,7,0,26,11.6455,13.213866666666668
2012-03-15,Delta,0,0,0,5.607866666666666,5.868233333333333
2012-03-15,Gombe,1,0,4,10.8334,11.5118
2012-03-15,Kaduna,1,0,11,10.69115,7.41685
2012-03-15,Kano,5,1,11,12.0,8.5167
2012-03-15,Kogi,2,0,13,7.900675,5.868875
2012-03-15,Niger,0,0,1,9.6139,6.5569
2012-03-15,Oyo,0,0,0,7.3776,3.9059
2012-03-15,Plateau,2,2,14,9.908875,8.8524
2012-03-15,Sokoto,1,0,0,13.048,5.2143
2012-03-15,Taraba,1,0,15,7.2536,9.9824
2012-04-15,Adamawa,0,0,2,9.733799999999999,12.873850000000001
2012-04-15,Anambra,2,0,7,5.928750000000001,6.89265
2012-04-15,Borno,5,0,70,11.76796,13.33574
2012-04-15,Cross River,1,0,3,6.2893,8.9104
2012-04-15,Edo,0,0,1,6.2667,5.6167
2012-04-15,Enugu,1,0,1,6.374,7.4290666666666665
2012-04-15,Gombe,1,0,0,10.8509,11.4313
2012-04-15,Kaduna,1,0,0,10.7889,7.7749
2012-04-15,Kano,2,0,28,12.0,8.5167
2012-04-15,Lagos,1,0,0,6.59755,3.4128499999999997
2012-04-15,Niger,0,0,0,9.6139,6.5569
2012-04-15,Ogun,0,1,0,7.15,3.35
2012-04-15,Ondo,0,0,0,7.2623,5.259
2012-04-15,Oyo,1,0,0,7.3776,3.9059
2012-04-15,Plateau,1,0,25,9.558316666666668,8.78335
2012-04-15,Taraba,1,0,2,7.2536,9.9824
2012-04-15,Yobe,1,0,15,11.766774999999999,11.5152
2012-05-15,Adamawa,1,0,28,9.299999999999999,12.312475
2012-05-15,Anambra,1,0,1,6.1454,6.7885
2012-05-15,Benue,0,0,18,7.5192250000000005,8.71245
2012-05-15,Borno,4,0,27,11.7832375,13.340399999999999
2012-05-15,Ebonyi,0,0,1,6.4373,8.0862
2012-05-15,Edo,0,1,1,6.3351,5.6275
2012-05-15,Kaduna,0,0,0,9.7833,8.2833
2012-05-15,Kano,0,0,7,11.96645,8.49405
2012-05-15,Kwara,0,0,0,8.5,4.55
2012-05-15,Nassarawa,0,0,1,9.1,7.95
2012-05-15,Ogun,0,1,1,7.15,3.35
2012-05-15,Ondo,0,0,0,7.2526,5.1931
2012-05-15,Osun,1,0,1,7.9333,4.7167
2012-05-15,Plateau,0,0,6,9.9285,8.8921
2012-05-15,Rivers,1,0,2,5.074,6.6535
2012-05-15,Sokoto,1,0,2,13.048,5.2143
2012-05-15,Taraba,0,0,5,8.8833,11.3667
2012-05-15,Yobe,1,0,60,11.719928571428571,11.324085714285715
2012-05-15,Zamfara,1,0,4,12.3342,6.4057
2012-06-15,Adamawa,1,0,5,10.7994,13.4622
2012-06-15,Anambra,2,1,17,6.145733333333333,6.816633333333333
2012-06-15,Bauchi,0,0,8,10.3134,9.8433
2012-06-15,Benue,0,0,1,7.0892,7.6499
2012-06-15,Borno,2,0,22,11.526625000000001,12.912424999999999
2012-06-15,Cross River,1,0,5,4.9667,8.3333
2012-06-15,Delta,2,0,2,5.878866666666667,6.212700000000001
2012-06-15,Edo,1,0,0,6.7327,5.3899
2012-06-15,Enugu,0,0,6,6.580433333333333,7.465700000000001
2012-06-15,Federal Capital Territory,0,0,0,9.0833,7.5333
2012-06-15,Imo,0,0,0,5.5211,7.0556
2012-06-15,Kaduna,3,3,62,10.491325,7.453975
2012-06-15,Kano,8,0,43,11.93151,8.540659999999999
2012-06-15,Kwara,1,0,2,8.5,4.55
2012-06-15,Lagos,1,1,0,6.4897,3.37645
2012-06-15,Ogun,1,0,1,7.0079,3.5326
2012-06-15,Osun,0,1,0,7.7667,4.5667
2012-06-15,Oyo,1,0,2,7.3776,3.9059
2012-06-15,Plateau,0,1,14,9.537266666666667,9.1418
2012-06-15,Rivers,0,0,2,4.896966666666667,7.054166666666667
2012-06-15,Taraba,1,0,0,7.85,9.7833
2012-06-15,Yobe,6,0,16,11.737525,11.737950000000001
2012-06-15,Zamfara,0,0,27,11.649,6.2462
2012-07-15,Anambra,2,1,0,6.19522,6.8924
2012-07-15,Bauchi,1,0,11,10.310366666666667,9.856433333333333
2012-07-15,Borno,5,0,27,11.968945454545455,13.159818181818183
2012-07-15,Delta,0,0,1,5.6351,5.8896
2012-07-15,Ebonyi,1,0,1,6.3163,8.1169
2012-07-15,Enugu,1,0,1,6.3031,7.4836
2012-07-15,Gombe,0,0,2,10.2897,11.1673
2012-07-15,Kaduna,0,0,3,10.975333333333333,7.653
2012-07-15,Kano,1,0,17,11.993925,8.51455
2012-07-15,Lagos,2,1,3,6.4750499999999995,3.390575
2012-07-15,Niger,0,0,8,9.1167,6.4667
2012-07-15,Ogun,1,1,3,6.92295,3.02905
2012-07-15,Plateau,1,1,278,9.459233333333334,9.077777777777778
2012-07-15,Sokoto,1,0,6,13.048,5.2143
2012-07-15,Yobe,3,0,4,11.747,11.9608
2012-08-15,Bauchi,1,0,2,10.8594,10.1688
2012-08-15,Bayelsa,1,0,4,4.915333333333333,6.2009333333333325
2012-08-15,Benue,1,0,5,7.026,8.3268
2012-08-15,Borno,4,0,34,11.666622222222223,13.030477777777778
2012-08-15,Cross River,1,0,5,6.8354,8.6785
2012-08-15,Edo,3,0,3,6.977999999999999,6.200033333333334
2012-08-15,Enugu,0,0,2,6.8167,7.1667
2012-08-15,Federal Capital Territory,0,0,0,9.2833,7.3833
2012-08-15,Gombe,2,0,0,10.2897,11.1673
2012-08-15,Imo,0,1,0,5.56715,7.08915
2012-08-15,Kano,2,0,0,12.0,8.5167
2012-08-15,Kogi,1,0,23,7.5659,6.2603
2012-08-15,Lagos,0,0,0,6.4531,3.3958
2012-08-15,Plateau,0,0,2,9.7226,8.8627
2012-08-15,Rivers,0,0,0,4.7774,7.0134
2012-08-15,Sokoto,1,0,1,12.7217,5.0156
2012-08-15,Taraba,0,0,1,7.2536,9.9824
2012-08-15,Yobe,7,0,6,11.737525,11.737950000000001
2012-09-15,Adamawa,0,0,5,9.9338,12.5322
2012-09-15,Anambra,0,0,0,6.2101,7.0741
2012-09-15,Bauchi,0,0,6,10.3134,9.8433
2012-09-15,Bayelsa,0,1,0,4.977,5.7497
2012-09-15,Borno,8,0,64,11.7985,13.217691304347825
2012-09-15,Cross River,1,0,4,4.9667,8.3333
2012-09-15,Delta,1,0,1,5.8537,5.97565
2012-09-15,Ekiti,0,1,0,7.621,5.2215
2012-09-15,Enugu,1,0,0,6.4426,7.5022
2012-09-15,Federal Capital Territory,0,0,0,9.0833,7.5333
2012-09-15,Kaduna,1,0,2,11.1132,7.7252
2012-09-15,Kano,3,0,8,11.986699999999999,8.540575
2012-09-15,Lagos,0,0,1,6.4531,3.3958
2012-09-15,Niger,1,0,2,9.6139,6.5569
2012-09-15,Ondo,0,1,0,7.4696,5.7362
2012-09-15,Rivers,1,0,2,4.7774,7.0134
2012-09-15,Yobe,2,0,51,11.740683333333331,11.812233333333333
2012-10-15,Adamawa,0,0,48,10.2676,13.2644
2012-10-15,Bauchi,0,0,4,10.0008,9.5161
2012-10-15,Bayelsa,1,0,2,4.8454,6.2665
2012-10-15,Benue,0,0,30,7.75705,9.0317
2012-10-15,Borno,9,0,124,11.79870909090909,13.114881818181818
2012-10-15,Enugu,0,0,1,6.8064,7.528449999999999
2012-10-15,Gombe,1,0,1,10.2897,11.1673
2012-10-15,Kaduna,0,1,25,10.773900000000001,7.2478
2012-10-15,Kano,2,0,4,12.0,8.5167
2012-10-15,Lagos,0,1,0,6.4531,3.3958
2012-10-15,Nassarawa,1,0,3,8.2333,8.5667
2012-10-15,Ogun,0,0,0,7.15,3.35
2012-10-15,Ondo,1,1,2,7.2718,5.2548666666666675
2012-10-15,Osun,0,1,0,7.7667,4.5667
2012-10-15,Plateau,2,0,30,9.613066666666667,8.845916666666666
2012-10-15,Rivers,0,3,8,4.940775,6.905175
2012-10-15,Yobe,3,0,59,11.714457142857142,11.3754
2012-11-15,Bauchi,2,0,3,11.76785,10.08065
2012-11-15,Bayelsa,0,2,12,5.044,6.2384
2012-11-15,Benue,2,0,0,7.4422999999999995,8.9392
2012-11-15,Borno,6,0,100,11.982973684210526,13.074715789473684
2012-11-15,Delta,0,1,6,5.8157499999999995,5.90185
2012-11-15,Edo,1,0,7,7.0667,6.2667
2012-11-15,Ekiti,1,0,0,7.621,5.2215
2012-11-15,Enugu,1,0,0,6.38465,7.57805
2012-11-15,Federal Capital Territory,1,0,0,9.0833,7.5333
2012-11-15,Kaduna,1,0,10,10.707875000000001,7.837475
2012-11-15,Kano,0,1,11,12.0474,8.461725
2012-11-15,Lagos,2,0,2,6.54185,3.39275
2012-11-15,Nassarawa,2,0,6,8.4729,8.13095
2012-11-15,Niger,0,0,0,10.0024,5.5856
2012-11-15,Ogun,0,0,3,6.77425,3.4438
2012-11-15,Oyo,2,0,0,7.4485,3.93905
2012-11-15,Plateau,3,1,54,9.70863076923077,8.8861
2012-11-15,Taraba,0,1,11,8.1833,9.75
2012-11-15,Yobe,4,0,9,11.67474,11.595519999999999
2012-12-15,Adamawa,1,0,40,9.9956,13.2181
2012-12-15,Akwa Ibom,0,0,0,5.0333,7.9266
2012-12-15,Anambra,1,0,2,6.1454,6.7885
2012-12-15,Bauchi,1,0,5,11.243200000000002,9.710650000000001
2012-12-15,Bayelsa,0,0,0,4.8966,6.0744
2012-12-15,Borno,8,0,85,11.775712,13.19108
2012-12-15,Delta,0,0,0,6.2006,6.7339
2012-12-15,Federal Capital Territory,1,0,2,8.9414,7.0919
2012-12-15,Kaduna,2,0,11,10.536,7.433366666666667
2012-12-15,Kano,3,0,5,11.9769,8.596766666666667
2012-12-15,Katsina,1,0,2,12.87115,7.5942
2012-12-15,Kwara,0,1,0,8.5,4.55
2012-12-15,Lagos,1,0,5,6.6053,3.4761
2012-12-15,Ogun,1,0,1,6.9498,3.371966666666667
2012-12-15,Ondo,0,1,0,7.2526,5.1931
2012-12-15,Plateau,0,1,24,9.608316666666667,8.777783333333334
2012-12-15,Taraba,0,0,1,8.8833,11.3667
2012-12-15,Yobe,4,0,48,11.876457142857143,11.250885714285715
2012-12-15,Zamfara,1,0,10,12.7776,6.7834
2013-01-15,Adamawa,1,0,4,9.8244,12.625
2013-01-15,Anambra,0,0,1,6.1454,6.7885
2013-01-15,Bayelsa,0,0,0,4.6715,6.3069
2013-01-15,Benue,2,0,3,7.25465,8.5642
2013-01-15,Borno,8,0,79,11.68517857142857,13.119707142857143
2013-01-15,Cross River,2,0,17,5.9251,8.0863
2013-01-15,Delta,1,0,2,5.3437,6.0632
2013-01-15,Gombe,3,0,4,10.2897,11.1673
2013-01-15,Kaduna,3,0,13,10.6127,7.5568
2013-01-15,Kano,5,0,22,11.962087499999999,8.5196
2013-01-15,Kwara,1,0,3,8.15,4.7167
2013-01-15,Nassarawa,2,0,10,8.599966666666667,8.383366666666667
2013-01-15,Plateau,2,0,17,9.63236,9.07842
2013-01-15,Yobe,1,0,1,11.6815,11.6226
2013-01-15,Zamfara,0,0,10,12.271933333333331,6.7254000000000005
2013-02-15,Adamawa,1,0,13,9.620199999999999,12.5715
2013-02-15,Bauchi,2,0,1,10.6603,9.763599999999999
2013-02-15,Bayelsa,1,1,3,5.044,6.2384
2013-02-15,Benue,0,0,6,7.2303,9.6369
2013-02-15,Borno,6,0,24,11.694666666666668,13.371616666666666
2013-02-15,Delta,1,0,3,5.200200000000001,5.96885
2013-02-15,Ebonyi,1,0,0,6.5042,8.3995
2013-02-15,Ekiti,0,1,0,7.4361,5.4593
2013-02-15,Gombe,0,0,5,10.2897,11.1673
2013-02-15,Kaduna,1,0,35,9.7959,7.95135
2013-02-15,Kano,3,0,12,12.044550000000001,8.552325
2013-02-15,Katsina,1,0,0,12.8488,7.7149
2013-02-15,Lagos,0,0,1,6.4531,3.3958
2013-02-15,Nassarawa,0,0,27,8.470799999999999,8.192866666666667
2013-02-15,Ogun,0,1,0,7.15,3.35
